chr	start	end	decoyID	SpliceAI_score	strand	rbpnet	prpf8	smb	n_categories	GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Adipose_b	Adipose_c	Adipose_d	Adrenal_b	Adrenal_c	Amnion	Astrocytes	Bladder_a	Bone_marrow_a	Bone_marrow_b	Bone_marrow_c	Brain_Endoth	Breast_a	Breast_Epith_a	Cerebellum_a	Cerebellum_c	Chorion	CL_293T	CL_EndoBH1C_a	CL_Gm12878	CL_HeLa	CL_K562	CL_LP1	CL_MB231	CL_MCF7	CL_PNT2	CL_SHSY5Y_noRA	CL_SHSY5Y_RA	Colon_b	Colon_sigmoid	Colon_transverse	Cortex	Decidua	Embr_2C_a_A	Embr_2C_a_B	Embr_4C_a_A	Embr_4C_a_B	Embr_4C_a_C	Embr_8C_a_A	Embr_8C_a_B	Embr_8C_a_C	Embr_8C_a_D	Embr_Cortex_13_17wpc	Embr_Forebrain_9_12wpc	Embr_Forebrain_St13_14	Embr_Forebrain_St17_20	Embr_Forebrain_St22_23	Embr_ICM_a_A	Embr_Morula_a_A	Embr_Morula_a_B	Embr_TE_a_A	Embr_TE_a_B	EndomStromCells	EndothCells	EpithelialCells	ESC_H1_a	ESC_H1_b	ESC_H1_c	ESC_H1_d	ESC_H9_a	ESC_H9_b	Fibroblasts	Frontal_Gyrus_old	Frontal_Gyrus_young	GLS_cells	Heart_a	Heart_b	Heart_c	HFDPC	HMEpC_a	iPS_a	iPS_b	Kidney_d	Kidney_e	Kidney_f	Liver_a	Liver_b	Liver_c	Lung_b	Lung_e	Lung_f	Lymph_node_b	Lymph_node_c	Melanocytes	Microglia	MonoNucCells	MSC	Muscle_b	Muscle_d	Muscle_e	NCC_Cranial_c	NCC_default_b	NCC_Enteric_b	NCC_Melano_biased_b	Neuroblastoma	Neurons	Neurons_Cortex_KCl_0h	Neurons_Cortex_KCl_1h	Neurons_Cortex_KCl_6h	NPC_a	NPC_b	Oligodendrocytes	Oocyte_a_A	Ovary_a	Ovary_b	Pancreas_Acinar_Old	Pancreas_Acinar_Young	Pancreas_Alpha_Old	Pancreas_Alpha_Young	Pancreas_Beta_Old	Pancreas_Beta_Young	Pancreas_Duct_Old	Pancreas_Duct_Young	Placenta_a	Placenta_b	Placenta_c	Placenta_Epith	Prostate_b	Prostate_c	Prostate_d	Retina_a	Retina_macular	Retina_peripheral	Skin_a	Skin_b	Skin_c	Skin_d	Small_intestine	Spleen_a	Spleen_b	Stomach_a	Stomach_b	Sup_Temporal_Gyrus	Testis_a	Testis_b	Testis_c	Thymus_a	Thymus_b	Thyroid_b	Thyroid_c	Thyroid_d	WBC_d	WBC_e	Whole_Brain_b	Zygote_a_A	psi_chr	intron_start	intron_end	intron_length	decoy_coord_1based	decoy_distance_from_canonical_5ss
chr6	154441209	154441210	CNKSR3_154441209	0.174854	-	0	1	0	1	CNKSR3	HsaINT0037135	chr6:154433508-154441291	7784	chr6:154441292-154441379=154433466-154433507:-	IR	17.65	0	0	0	5.26	0	9.09	4.76	5	0	0	2.13	8	13.25	0	0	0	0	0	0	0	0.67	0	0	4.88	0	1.75	3.73	1.41	7.26	22.73	0	0		0				0	0			0.48	0	3.7	3.85	0			0			0	13.51	0	0	0	0	0	0	22.22	8.11	0	0	1.41	0	15.09	3.77	1.47	0	0	0	6.06	0	3.23	0	22.93	9.86	17.24	5.15	0	0	0	9.09			21.9	0	0	0	3.45	0	0	0	3.45		0	11.11	0	0	0	8.33		0	6.29	5.05	6.36	9	9.09	10.51	10.34	6.49	4.21	3.57	0	15.38	8.33	29.27	1.49	0.69	0	0	0	2.56	9.51	15.79	6.17	4.64	10.28	1.72	0	5.41	0	5.08	19.1	0.53	25	0	4.48	5.88	1.27	0		0.85		chr6	154433508	154441291	7784	154441210	81
chr10	99362111	99362112	CNNM1_99362111	0.148281	+	1	0	0	1	CNNM1	HsaINT0037163	chr10:99360976-99362226	1251	chr10:99360835-99360975=99362227-99362396:+	IR			0	0	9.09	0	0	0		0		20	0		0	3.55		0	0		0	0			0	0	0	0		0		3.03		100	0				0	100			3.09	3.7	0	0	0						0		33.33	0	0	0	0		0	0	0	3.23			0		0	10	100				0					0	0	0	100	0	0		0				7.25	0	0	0	0	0	11.11	0	33.33	0	0	0		0	0	11.11	0	3.15	12.88	7.61	16.85	3.7	4.17	0	100			10.53	0	0	0	0.53	0.9	0	20	5.26	16.67	7.69	0	0		0	1.1	7.25	9.17	0		100	0	0	100	0		5.19	0	chr10	99360976	99362226	1251	99362112	1136
chr10	103050793	103050794	CNNM2_103050793	0.336571	+	0	0	1	1	CNNM2	HsaINT0037171	chr10:103049851-103054328	4478	chr10:103049707-103049850=103054329-103054466:+	IR	9.8	4.76	0	0	4.29	0	0.23	2.22	0	0	0	0	0	12.12	5.56	2.98	0	0	0	0	0	0	0	0	0	0	1.08	2.82	6.12	0	2.38	1.27	0	0	0	0	0	0	0	0	0	0	0.97	0.4	0	0	1.03		0	0	0		16.67	0	0	0	0	0	0.18	0	1.1	0	1.2	0	0	0	11.54	7.69	2.74	0	0	0	5.26	0	2.08	0	0	0	7.69	2	1.52	0	1.82	0	0	0	2.9	0	7.69	0	0	0	0	0	0	4.76	0	3.23	1.15	0	0.79	0.78	0	0	1.91	2.5	0	4.49	2.21	1.82	2.06	0	2.63	0	2.56	1.47	0.59	0	1.54	0	1.54	0.24	0	2.13	2.22	7.94	12.5	1.49	0	4	4.46	11.86	6.38	0.58	5.26	0	0	20	7.88	1.2	0	0	0	3.96	0	chr10	103049851	103054328	4478	103050794	943
chr2	96808491	96808492	CNNM4_96808491	0.13754	+	0	0	1	1	CNNM4	HsaINT0037191	chr2:96799649-96808560	8912	chr2:96799552-96799648=96808561-96808742:+	IR	41.28	55.56	12.31	0	7.69	31.61	29.41	13.74	53.85	30.02	31.21		0	36.31	42.65	46.75	0	7.48	7.6	12.61	5.22	4.23	4.95	6.09	9.61	11.43	5.88	9.28	5.43	43.07	37.09	50.81	13.49	0	0	0	0	0			0		34.4	43.14	20.42	43.03	36.84	0		36.84	0	0	12.73	12.65	3.63	9.28	2.07	1.69	4.25	3.57	2.13	2.98	30.77	27.4	34.15	15.69	22.86	27.8	9.51	1.04	20	13.46	8.86	7.69	56.44	32.08	35.61	16	16.05	24.44	15.44	9.87	6.98	0	0	26.78	2.86	0	19.54	27.3	29.19	11.8	6.02	6.75	10.28		10.99	1.88	7.26	22.58	19.35	100	0	9.86	10	30.67	31.82	40.79	59.01	30.94	29.24	33.15	23.33	24.03	27.37	9.54	6.02	26.19	12.02	5.62	6.09	15.96	16.8	20.68	11.8	26.92	28.21	18.69	24.08	29.07		15.54	24.71	15.82	36.4	8.04	24.05	2.19	46.67	12.97	32.58	30.96	7.69	34.25	0	chr2	96799649	96808560	8912	96808492	8843
chr16	58526458	58526459	CNOT1_58526458	0.178483	-	1	0	0	1	CNOT1	HsaINT0037230	chr16:58526139-58528474	2336	chr16:58528475-58528648=58525989-58526138:-	IR	1.99		0.75	0.92	3.2	0	3.63	0.9	2.95	0.98	1.98	0	0	4.91	4.95	14.62	0.49	0.26	0.22	0.62	0.75	0.12	0.57	0	2.74	0.33	1.81	2.74	0.61	2.17	6.19	3.82	0	0	0	0	0.51	2.28	0.34	0	0.07	0.09	1.44	2.88	3.55	4.05	3.56	0	0	0.25	0	0	0	2.97	0.71	0.55	0.61	0.23	0.53	0.24	3.67	1.27	3.93	1.86	2.7	0.24	2.07		2.26	0.43	1.38	0.18	1.57	0	3.67	0.89	4.9	8.97	2.14	1.74	1.04	1.03	0.37	2.05	10.87	4.49	2.89	0	2.7	0.29	0.93	1.47	2.59	0.47	0.95	4.76	1.29	2.84	0.35	1.58	0.31	5.18	0	4.1	2.28	2.11	7.12	7.34	10.41	4.92	8.33	5.47	6.11	0.86	2.16	2.55	1.75	3.02	1.07	1.1	0	1.39	0.45	3.32	2.47	7.1	2.37	1.8	10.24	1.41	1.5	2.59	1.29	0.41	3.62	0.06	8.15	5.17	5.21	1.04	1.55	2.14	0.12	1.68	0	chr16	58526139	58528474	2336	58526459	2015
chr12	70340130	70340131	CNOT2_70340130	0.178832	+	1	0	0	1	CNOT2	HsaINT0037260	chr12:70338823-70342106	3284	chr12:70338666-70338822=70342107-70342168:+	IR	6.51	0.42	0	0	4.58	0.7	3.27	2.23	7.97	0.81	2.83	13.73	0.83	10.7	1.1	4.13	0	1.08	0.73	1.93	1.18	0.68	0.15	0	2.45	0	2.56	3.76	2.36	3.72	8.06	0.16	0	0	0	0	0	0	0	0	0	0	0.83	1.82	6.6	2.63	2.43	0	0	0	0	0	0	3.24	1.26	0	0.08	0.96	0.69	0	2.16	0.17	0	0.17	0.78	0	1.36	1.34	5.47	0.42	0.91	0.06	8.64	0	0.32	0	4.86	12.09	4.86	2.3	0.48	0	0.64	10.87	8.05	7.06	4.26	0.47	3.09	0	0.98	0	0	0	0.26	14.29	3.63	5.47	4.51	0.68	0.27	8.89	0	0.87	2.22	3.25	6.12	9.68	11.31	8.75	9.55	3.97	6.07	1.29	3.49	4.86	3.58	5.95	0.4	0.8	0	0.22	0.42	7.52	1.93	14.59	9.8	1.68	13.41	1.06	2.19	6.63	0.52	0	6.44	0.36	13.29	13.16	11.27	4.47	1.02	0.43	0.4	5.21	0	chr12	70338823	70342106	3284	70340131	1308
chr4	77723199	77723200	CNOT6L_77723199	0.222179	-	0	0	1	1	CNOT6L	HsaINT1007973	chr4:77720644-77726166	5523	chr4:77726167-77726369=77713387-77720643:-	IR	6.57	3.45	1.49	0.66	3.3	0	12.46	2.11	7.79	1.28	1.32	5.81	9.59	7.96	2.7	4.51	0	2.22	0.5	1.67	0.85	0	0	0	2.77	2.7	4.42	4.65	5.66	2.9	5.96	2.94	4.35	0.51	0.43	0.52	0.22	0.21	0	1.98	3.14	0	5.6	3.23	8.33	2.99	8.27	13.29	0	0	0	0	0	8.65	4.89	0	1.67	0	0.51	0	13.04	1.64	3.7	4.17	3.64	0	4.46	4.42	1.95	1.54	3.4	0	3.28	0	7.69	0	10.54	16.87	14.12	4.76	0.53	0.7	1.25	12.37	16.67	11.68	1.7	0	3.85	0	0	3.03	7.14	0	5	0	4.64	6.95	4.55	0.55	1.84	8.2	0.17	0	1.09	7.27	18.05	12.98	11.76	5.46	7.42	4.46	9.22	2.78	5	3.72	1.11	3.41	2.5	2.9	1.64	3.06	5.14	1.81	3.73	7.56	11.93	3.78	12.56	1.69	54.93	6.29	0	9.26	11.04	0.79	19.8	10	2.08	1.48	1.6	0.96	0.39	10.84	0.45	chr4	77720644	77726166	5523	77723200	2966
chr5	154865885	154865886	CNOT8_154865885	0.183109	+	1	0	0	1	CNOT8	HsaINT0037331	chr5:154865386-154870660	5275	chr5:154865192-154865385=154870661-154870822:+	IR	6.94	7.2	2.53	2.86	1.04	1.39	12.82	0.81	8.16	2.48	9.14	1.96	3.21	10.2	3.32	4.38	0.99	1.35	1.34	2.91	1.1	0.79	0.8	0	5.82	0	3.65	3.67	2.36	6.13	20.4	7.37	1.1	0	0.36	0	0.08	0	0.49	0	2.22	0	1.32	1.95	2.94	4.17	4.12	0	2.66	0.15	0	0	0	12.09	2.62	2.69	1.21	4.5	4.46	1.75	5.04	2.31	1.68	2.54	6.43	2.79	7.73	6.38	7.85	1.42	5.08	2.45	1.27	3.03	3.75	2.63	11.11	4.76	3.2	6.74	1.87	1.27	1	7.34	12.9	10.66	8.89	0	2.91	3.27	3.89	0.27	2.04	0	0.79	9.09	1.63	1.47	1.16	1.61	1.47	10.89	0	7.04	1.71	22.94	28.44	18.7	24	24.23	24.02	10.73	10.23	3.04	4.23	5.19	10.39	3.09	0.76	1.26	0.83	1.02	0.45	12.19	5.54	10.31	6.92	3.65	14.09	1.89	15.84	2.36	0	1.75	29.57	1.59	17.65	14.57	5.05	2.3	3.17	2.36	0.45	1.23	0	chr5	154865386	154870660	5275	154865886	500
chr7	155505225	155505226	CNPY1_155505225	0.428255	-	1	0	0	1	CNPY1	HsaINT0037340	chr7:155503106-155507019	3914	chr7:155507020-155507116=155501132-155503105:-	IR							12							0	48.5	50.64		22.03														55.56		0			0	0	0			100	16.67	11.39	0	14.29	11.11									100		0			100		16.67	0	100	100					50	100			0					0		2.33	0							100	25	18.75	5.88	33.33			50	25	100			0	0		0	0	0	33.33	100	0	100		0		100	100					100	0	0										100	42.86	16.67	5.26					0			30.91	0	chr7	155503106	155507019	3914	155505226	1793
chr1	246637439	246637440	CNST_246637439	0.261405	+	0	1	0	1	CNST	HsaINT0037368	chr1:246634588-246641748	7161	chr1:246634473-246634587=246641749-246641770:+	IR	20.98	27.08	1.52	0	1.2	0	0.85	4.66	1.91	2.22	0	0	3.27	19.42	0	1.46	0	0	0	2.33	1.01	0.29	0	0	5.57	0	1.07	4.36	3.62	4.72	6.91	8.41	2.97	0	0	0	0	0	0	0	9.99	0	2.47	4.88	26.84	6.67	8.08	0	0	0	0		7.89	9.9	0.65	1.86	0.45	0	0	0	2.74	6.88	0.82	1.32	4.91	9.68	4.11	3.58	3.47	0.52	6.04	1.51	24.32	0	11.27	0	10.25	8.6	11.35	3.76	0	0.97	0.69	3.58	0	4.43	3.57	0	30	20.92	1.62	0	0	0	0	0	6.96	6.15	2.72	1.62	1.06	0	0	4.71	3.45	0	0	2.05	3.45	2.78	1.04	1.5	1.04	0.99	4.97	5.12	1.18	10.34	2.1	3.18	0	0	0.58	6.52	7.22	12.42	17.35	6.53	17.02	2.41	34.16	8	0	2.97	12.94	1.71	17.65	2.25	4.51	2.46	0.91	0.92	0.37	4.95	0	chr1	246634588	246641748	7161	246637440	2852
chr1	246638067	246638068	CNST_246638067	0.236869	+	0	1	0	1	CNST	HsaINT0037368	chr1:246634588-246641748	7161	chr1:246634473-246634587=246641749-246641770:+	IR	20.98	27.08	1.52	0	1.2	0	0.85	4.66	1.91	2.22	0	0	3.27	19.42	0	1.46	0	0	0	2.33	1.01	0.29	0	0	5.57	0	1.07	4.36	3.62	4.72	6.91	8.41	2.97	0	0	0	0	0	0	0	9.99	0	2.47	4.88	26.84	6.67	8.08	0	0	0	0		7.89	9.9	0.65	1.86	0.45	0	0	0	2.74	6.88	0.82	1.32	4.91	9.68	4.11	3.58	3.47	0.52	6.04	1.51	24.32	0	11.27	0	10.25	8.6	11.35	3.76	0	0.97	0.69	3.58	0	4.43	3.57	0	30	20.92	1.62	0	0	0	0	0	6.96	6.15	2.72	1.62	1.06	0	0	4.71	3.45	0	0	2.05	3.45	2.78	1.04	1.5	1.04	0.99	4.97	5.12	1.18	10.34	2.1	3.18	0	0	0.58	6.52	7.22	12.42	17.35	6.53	17.02	2.41	34.16	8	0	2.97	12.94	1.71	17.65	2.25	4.51	2.46	0.91	0.92	0.37	4.95	0	chr1	246634588	246641748	7161	246638068	3480
chr1	246640409	246640410	CNST_246640409	0.40326	+	0	0	1	1	CNST	HsaINT0037368	chr1:246634588-246641748	7161	chr1:246634473-246634587=246641749-246641770:+	IR	20.98	27.08	1.52	0	1.2	0	0.85	4.66	1.91	2.22	0	0	3.27	19.42	0	1.46	0	0	0	2.33	1.01	0.29	0	0	5.57	0	1.07	4.36	3.62	4.72	6.91	8.41	2.97	0	0	0	0	0	0	0	9.99	0	2.47	4.88	26.84	6.67	8.08	0	0	0	0		7.89	9.9	0.65	1.86	0.45	0	0	0	2.74	6.88	0.82	1.32	4.91	9.68	4.11	3.58	3.47	0.52	6.04	1.51	24.32	0	11.27	0	10.25	8.6	11.35	3.76	0	0.97	0.69	3.58	0	4.43	3.57	0	30	20.92	1.62	0	0	0	0	0	6.96	6.15	2.72	1.62	1.06	0	0	4.71	3.45	0	0	2.05	3.45	2.78	1.04	1.5	1.04	0.99	4.97	5.12	1.18	10.34	2.1	3.18	0	0	0.58	6.52	7.22	12.42	17.35	6.53	17.02	2.41	34.16	8	0	2.97	12.94	1.71	17.65	2.25	4.51	2.46	0.91	0.92	0.37	4.95	0	chr1	246634588	246641748	7161	246640410	5822
chr3	74266676	74266677	CNTN3_74266676	0.100802	-	1	0	0	1	CNTN3	HsaINT0037473	chr3:74266650-74267265	616	chr3:74267266-74267378=74266481-74266649:-	IR	16.11	1.13	0		0	0	0	0.43				0	0	19.91	0	2.31			0			0					2.41	4.05	11.4	2.22	24.13	0.93											1.78	3.51	7.41	1.81	3.66						0	0	5.76	0	0	0		0		0	1.58	1.27	0	0	3.12	3.39	0	2.33			6.85	0	0	0	40.7	2.29	14.29	8.81	0	0	0				3.85	0			33.33	0			0	0	6.16	6.67	6.16	0		0		1.37	0	0	0	8.31	6.86	6.56	3.55	9.21	7.04				6.42	4.74	3.39	1.61	0	0	2.19	0	0	17.65	5.34	0	0	2.04	0	0	0	0	0	0	0		11.4	6.79	0			0		chr3	74266650	74267265	616	74266677	588
chr11	100192903	100192904	CNTN5_100192903	0.226825	+	1	0	0	1	CNTN5	HsaINT0037508	chr11:100191254-100193487	2234	chr11:100191126-100191253=100193488-100193663:+	IR							33.33					0			0	0							0									5.26	0	0	0	0	0	0					0	0	0	0	0											0					0	0					33.33												0						0									0	14.29	0	0			0	0					0	0	2	0			0		33.33		0		0		2.44	0				0	0					0	0	0	0			5.26	1.18	0			0	0	chr11	100191254	100193487	2234	100192904	1650
chr3	1402836	1402837	CNTN6_1402836	0.314045	+	1	0	0	1	CNTN6	HsaINT0037542	chr3:1402487-1403317	831	chr3:1402318-1402486=1403318-1404217:+	IR		1.09		6.67	6.06		5.34					0			3.03	6.78														0		0		0	0	0	0	19.05	100	0			1.57	2.74	0	6.97	1.67	0	0		0	0			0								0	2.72	1.7				100	0									2.3	1.94	0.7	20			0	100	100				100				0	0	0	0	0	0		0	0	0	100		100			0	100		100	0	33.33	15.84				0	0	4.88	0		20		0			0			0	0	100	0			18.42	1.05	0.29			14.01	0	chr3	1402487	1403317	831	1402837	350
chr16	76456921	76456922	CNTNAP4_76456921	0.125631	+	1	0	0	1	CNTNAP4	HsaINT0037641	chr16:76452770-76461955	9186	chr16:76452508-76452769=76461956-76462105:+	IR			0		11.11		2.33	0				0			0.36	5.56			0		100	33.33			0		0		0	0	0	0.24		0	0	0	0	0		42.86			1.37	1.28		2.7	4								50								0	0						42.86					0								0				42.86		0		100		0			22.73	53.85	36.84	30	0	0	7.28	23.08			100			100		100		0	0	0	0		0	0	0	0	3.09	0.46		0			20					0		36	3.45								6.19	0	chr16	76452770	76461955	9186	76456922	4152
chr16	76476626	76476627	CNTNAP4_76476626	0.150537	+	1	0	0	1	CNTNAP4	HsaINT0037623	chr16:76476046-76479418	3373	chr16:76475939-76476045=76479419-76479538:+	IR	0		0	0	0		0								0.9	1.27			0											0		0.58		0	0	0	0	0		0			0.47	0	0	0	0								100						0		0	0						20		0										0	0				0		0		100					12	6.12	10	5	0	0	1.12	0		0		100				50				0	0		0		0	0	0	0		0	0	0	0					0		0	3.45								1.49	0	chr16	76476046	76479418	3373	76476627	581
chr16	76556848	76556849	CNTNAP4_76556848	0.240036	+	1	0	0	1	CNTNAP4	HsaINT0037636	chr16:76553908-76558489	4582	chr16:76553836-76553907=76558490-76559238:+	IR	100				6.49		4.78	0				32.69			20.52	19.88			13.93	32.69					100		100	100	32.69	0		11.52				0	0	0					24.02	31.03	49.28	44.11	44.28										100				100		24.54	33.43			100			19.54												32.69	33.96		19.54	100	87.93									23.29	100	100	100	32.69	49.28	17.92	0						100	100				100				0			3.14	4.55	2.07		32.69			0				0	13.1	45.95	13.93	15.01	100				0			7.29	0	chr16	76553908	76558489	4582	76556849	2941
chr9	121138270	121138271	CNTRL_121138270	0.440355	+	1	0	1	2	CNTRL	HsaINT0033489	chr9:121135983-121138544	2562	chr9:121135806-121135982=121138545-121138679:+	IR	19.57	0	0	2.56	5.26	0	3	2.63	1.75	0	0.54	0	8.33	5.88	0	7.32	0	0	1.75	1.18	0.6	0.54	0	0	4.17	2.7	6.49	3.95	5.88	25	38.89	4	0	0	0	0	0	0	0	0	0		2.71	1.67	1.65	2.22	2.86		0	0			0	11.49	10	0	0.74	0	1.33	0	3.23	0	0	0	5.88	0	11.86	2.27	15.79	4.76	0.44	0	14.29	0	7.69	0	11.11	17.24	18.18	3.91	1.47	0.41	0.26	5.6	5.36	11.46	2.61	0	11.11	0	0.45	1.54	0	1.82	2.44	0	10.17	8.05	8.26	3.45	0	13.04	0	0	0	0	4.11	11.95	14.39	6	11.59	3.03	4.29	0	20	4.35	7.8	2.13	2.94	0.67	0	1.27	0	3.45	4.73	16.49	33.33	6.45	16.6	0.41	20	4.7	0	0	5.06	0.06	20.69	21.29	14.29	7.22	0	1.77	0.4	9.09	0	chr9	121135983	121138544	2562	121138271	2288
chr9	121169978	121169979	CNTRL_121169978	0.32113	+	1	1	1	3	CNTRL	HsaINT0033515	chr9:121169817-121171407	1591	chr9:121169611-121169816=121171408-121171548:+	IR	27.27	7.94	21.57	4.55	15.25	0	17.65	17.42	18.58	9.59	10.81	50	6.12	19.15	33.33	27.12	87.5	11.68	8.01	12.89	17.2	5.76	12.9	4.76	12.21	8.47	18.6	19.35	16.67	35.27	47.37	17.65	23.08	2.44	1.37	0.61	0	0	0	0	75	0	11.82	13	10.1	15.39	16.75	0	15.77	0			33.33	40.15	81.25	9.43	8.33	11.34	5.87	13.04	3.7	14.29	16	11.11	14.55	11.11	19.59	22.89	49.09	44.62	9.45	3.57	7.69	0	28.21	0	62.32	20	21.21	12.1	7.22	6.27	4.56	44.44	26.03	41.76	36.84	33.33	40	20	11.85	10	10.09	6.12	23.64	0	14.29	7.22	16.92	12.73	13.89	14.29	0	19.46	13.21	41.67	33.33	56.78	28.36	43.48	33.82	43.86	31.31	15.38	45.45	20	34.78	12.2	13.58	16.63	7.69	3.68	2.38	14.14	10.48	30.88	36	20.79	33.63	14.36	100	20.61	7.69	0.27	14.84	3.17	61.19	25	26.92	10.67	13.79	21.5	6.08	30.43	0	chr9	121169817	121171407	1591	121169979	162
chr7	43653599	43653600	COA1_43653599	0.141643	-	0	0	1	1	COA1	HsaINT1008029	chr7:43648653-43665657	17005	chr7:43665658-43665722=43648600-43648652:-	IR	16.38	3.8	0	0	7.81	0	30.5	4.76	40.05	3.89	12.88		11.78	26.14	1.52	8.86	0	0.24	4.35	1.44	0	0.73	0.39	0	18.91	0	6.69	9.61	21.95	17.22	37.39	0.52	12.73	0	0	0	0.09	0	0.8	0.35	0	0	0.6	1.05	0.58	0.59	0.98	0.36	0.08	0.63	0	0	0	16.88	11.54	0.86	0.67	0.85	0.56	0.37	19.78	2.22	1.59	3.68	5	1.46	4.89	2.22	13.89	3.46	2.03	0.49	22.58	2.76	4.69	0	23.22	7.63	31.83	7.51	9.91	7.92	4.43	8.89	71.43	40.69	12.44	0.38	0.5	0.51	2.97	0	0	0.32	0.61	14.29	100	35.14	38.46	0.5	0.93	17.24	0	0	5.15	39.49	41.38	42.76	40.48	48.45	56.05	42.65	53.28	3.72	11.11	52.63	7.36	23.54	2.8	3.51	0	0.68	0.65	18.81	50.68	53.51	75.76	7.25	32.91	8.41	100	19.72	1.31	2.07	37.87	5.23	28.3	18.75	17.19	6.05	9.66	20.33	3.64	16.11	0	chr7	43648653	43665657	17005	43653600	12057
chr1	52697880	52697881	COA7_52697880	0.171009	-	0	0	1	1	COA7	HsaINT0022252	chr1:52692868-52698220	5353	chr1:52698221-52698366=52692727-52692867:-	IR	0	1.79	0.68	11.11	0	0	0	5.88	0	0	1.69		6.54	0	4.35	8.33	0	1.42	2.16	1.75	1.14	4.72	1.41	1.01	2.09	0	4.42	4	1.69	1.64	20	3.53	10	0	0	0	0	0	1.12	0	0	0	0.94	0.62	1.8	1.52	1.33	0	2.26	3.32	0	0.35	0	15.69	3.23	3.17	1.78	0	2.02	2.75	0.18	0	1.3	1.08	13.04	1.96	0	2.15	10.53	2.41	7.1	5.67	0	0	2.27	0	10.49	3.92	2.22	0.95	2.04	3.45	0.51	1.59		71.43	5.36	0	2.36	0.78	2.18	0	0.73	2.13	0		0	1.75	2.44	0	0	0	0	0	1.1			20	33.33	7.69	50	17.65	20	1.46	0	0	17.86	0	0	3.12	0	2.33	1.06	0	0.82	0.43	0	2.91	9.09	3.8	0	0.75	0	2.13	2.04	0.55	4.35	3.45	0	1.27	2.99	10.53	4.11	2.08	1.59	chr1	52692868	52698220	5353	52697881	339
chr17	42565195	42565196	COASY_42565195	0.139454	+	1	0	0	1	COASY	HsaINT0037687	chr17:42565048-42565226	179	chr17:42564983-42565047=42565227-42565311:+	IR	4.72		3.21	1.08	1.96	0	0	3.54	0	7.07	2.99	0	4.42	4.05	10.1	8.58	3.57	3.33	1.34	9.24	1.87	3.61	0.81	0.16	0.43	1.31	3.57	5.44	3.73	6.46	2.56	5.37	2.67	0	0	0	0	0	4.09	0	0	0	6.31	8.17	8.03	8.37	8.86	0	0	0	0	0	1.22	1.55	0	0.69	1.53	2.9	0.92	0.35	0	0.89	4.15	5.54	3.8	0.42	5.1		3.14	0.34	1.01	0.82	0.83	2.15	2.77	0.21	2	4.65	3.7	4.32	2.74	5.54	2.8	0.62	0	4.17	8.82	0.39	1.1	1.74	2.24	0.6	0.34	1.14	0.72		1.56	1.85	3.18	1.87	1.99	0	0	1.9	2.18	13.04	0	12.12	0	4.92	2.7	4.35	0	1.25	4.68	7.15	10.34	2.95	5.18	0.72	4.95	1.38	0.47	1.97	1.72	2.55	4.81	4.23	5.41	6.34	6.36	5.45	1.83	1.4	5.41	3.5	12.2	3.3	2.53	0.63	4.18	8.4	1.88	2.14	0	chr17	42565048	42565226	179	42565196	148
chr2	164699183	164699184	COBLL1_164699183	0.373608	-	1	1	0	2	COBLL1	HsaINT0037706	chr2:164695837-164699404	3568	chr2:164699405-164699499=164694269-164695836:-	IR	5.02	0.54	0	3.74	1.66	0	0	1.36	100	0	8.47	1.75	0.41	13.87	20	3.53	1.51	0	0		0	0	0		13.49	7.69	0	0	0	8.15	25.32	0	0.9	0	0	0	0	0	0	0	0	0	0.48	1.37	2.47	1.79	0		0			0		10.8	9.21	0	0	0	0	0	5.88	0	0	0.52	2.41	1.18	12.5	2.31	20.43	6.14	5.41	0	6.14	0	2.85	0	8.51	4.04	18.79	1.77	0	0	0.93	0	0	48	19.29	0	0	0	3.37	0	0	1.33	16.67	0	17.24	6.98	0	0	0	0	0	0.89	0.22	5.33	4.39	5.18	8.89	7.62	6.84	5.72	2.96	1.9	5.21	5.97	34.02	4.32	0.87	0.53	0	0.45	0.61	6.85	3.52	15.12	14.29	5.17	22.39	0.6	16.02	4.42	0	0	8.43	0.73	4.76	0	13.64	1.58	2.2	0	0	0	0	chr2	164695837	164699404	3568	164699184	220
chr2	164704879	164704880	COBLL1_164704879	0.112775	-	0	0	1	1	COBLL1	HsaINT0037714	chr2:164704519-164704951	433	chr2:164704952-164705105=164704444-164704518:-	IR	5.17	0.3	0	0.4	1.79	0	0	1.14	17.24	0	3.45	2.31	0.27	10.43	0	4.76	0.38	0	0	0	0	0	0		5.59	0	11.11	33.33	2.63	8.16	6.73	0	0.17	0	0	0	0	0	0	0	0	0	3.16	1.67	3.31	0	4.76	0	0	0	0	0	0	6.5	9.55	0	3.57	0	0	0	6.67	0	0	0	1.26	0	15.94	0.83	8.33	5.41	3.03	0	7.51	0	2.55	0	14.21	4.7	12.07	3.4	0.54	0	0.84	0	0	38.95	13.89	0	0	0	0.81	0	0	0	0	0	0	0	0	0	0		0	0	4.27	3.93	2.24	9.47	8.5	6.38	6.61	5.84	2.59	0.79	3.27	6.19	12.82	2.48	0.31	0	0	0.11	0.15	10.85	14.65	16.25	8.2	7.56	10.48	0.53	46.57	3.7	0	0	0	0	33.33	3.45	9.32	0.38	0	0	0	10	0	chr2	164704519	164704951	433	164704880	71
