candidate_group	GENE	EVENT	COORD	intron_length	chr	strand	decoyID	start	end	decoy_coord_1based	decoy_distance_from_canonical_5ss	intron_start	intron_end	mESC_lift_Chr	mESC_lift_Start	mESC_lift_End	mESC_ir_Chr	mESC_ir_Start	mESC_ir_End	mESC_ir_gene	mESC_IRratio_mean	mESC_IR_overlap_bp	psi_count_ge10	psi_count_ge10_brain	brain_retained	SpliceAI_score	phastCons100_mean	phastCons470_mean	MaxEnt_decoy	MaxEnt_canonical
	DENND4C	HsaINT0046888	chr9:19316840-19324361	7522	chr9	+	DENND4C_19323982	19323982	19323983	19323983	7143	19316840	19324361	chr4	86799572	86799621	chr4	86799572	86802906	Dennd4c	0.0946537	50	32	4	TRUE	0.417651	0.079894	0.0667152	10.16	-5.97
	DENND4C	HsaINT0046867	chr9:19332185-19334976	2792	chr9	+	DENND4C_19334667	19334667	19334668	19334668	2483	19332185	19334976	chr4	86812259	86812324	chr4	86811620	86812324	Dennd4c	0.114566766666667	66	12	2	FALSE	0.077373	0.0698091	0.0679311	9.37	-26.78
	DENND4C	HsaINT0046871	chr9:19342780-19345920	3141	chr9	+	DENND4C_19343242	19343242	19343243	19343243	463	19342780	19345920	chr4	86823922	86824005	chr4	86821471	86824917	Dennd4c	0.0470962666666667	84	4	0	FALSE	0.004492	0.0745533	0.0755392	5.35	-31.41
	DENND4C	HsaINT0046872	chr9:19347087-19350701	3615	chr9	+	DENND4C_19348540	19348540	19348541	19348541	1454	19347087	19350701	chr4	86827875	86827950	chr4	86826081	86827967	Dennd4c	0.1099601	76	4	0	FALSE	0.068045	0.0902064	0.111331	8.49	-24.44
	DENND4C	HsaINT0046881	chr9:19369988-19371755	1768	chr9	+	DENND4C_19370966	19370966	19370967	19370967	979	19369988	19371755	chr4	86846657	86846720	chr4	86844978	86847957	Dennd4c	0.0264538	64	92	20	TRUE	0.002942	0.0629762	0.0540296	4.86	-10.29
	DENND5A	HsaINT0046895	chr11:9150210-9150679	470	chr11	-	DENND5A_9150276	9150276	9150277	9150277	402	9150210	9150679	chr7	109905589	109905654	chr7	109905299	109905695	Dennd5a	0.00795493333333333	66	7	0	FALSE	0.390157	0.0540021	0.145905	10.86	7.7
	DENND5A	HsaINT0046905	chr11:9204318-9206672	2355	chr11	-	DENND5A_9205277	9205277	9205278	9205278	1394	9204318	9206672	chr7	109934480	109934539	chr7	109934271	109934692	Dennd5a	0.0924693333333333	60	3	0	FALSE	0.107065	0.122788	0.193243	8.94	5.29
	DENND5B	HsaINT0046927	chr12:31447770-31451939	4170	chr12	-	DENND5B_31447980	31447980	31447981	31447981	3958	31447770	31451939	chr6	149042945	149043042	chr6	149041748	149044482	Dennd5b	0.187193	98	104	11	TRUE	0.083663	0.106479	0.127447	10.57	1.18
	DENND5B	HsaINT0046926	chr12:31452477-31460193	7717	chr12	-	DENND5B_31454359	31454359	31454360	31454360	5833	31452477	31460193	chr6	149052297	149052482	chr6	149045020	149054899	Dennd5b	0.102621833333333	186	6	1	FALSE	0.074231	0.09357	0.115163	8.41	7.3
	DENND6A	HsaINT0059578	chr3:57630979-57633264	2286	chr3	-	DENND6A_57633078	57633078	57633079	57633079	185	57630979	57633264	chr14	26623579	26623678	chr14	26616959	26628692	Dennd6a	0.0328487666666667	100	15	1	FALSE	0.116027	0.0586443	0.0833708	10.47	7.79
	DENND6A	HsaINT0059577	chr3:57633355-57634557	1203	chr3	-	DENND6A_57633479	57633479	57633480	57633480	1077	57633355	57634557	chr14	26618603	26618653	chr14	26616959	26628692	Dennd6a	0.0328487666666667	51	38	12	TRUE	0.038832	0.0571405	0.099498	5.73	8.83
	DENR	HsaINT1010918	chr12:122762207-122762844	638	chr12	+	DENR_122762646	122762646	122762647	122762647	440	122762207	122762844	chr5	123915245	123915289	chr5	123915211	123917199	Denr	0.0228293666666667	45	3	0	FALSE	0.014813	0.0813903	0.171395	7.63	-21.4
	DENR	HsaINT1010919	chr12:122762930-122765303	2374	chr12	+	DENR_122764828	122764828	122764829	122764829	1899	122762930	122765303	chr5	123919045	123919103	chr5	123917285	123922179	Denr	0.00791643333333333	59	21	2	FALSE	0.146121	0.042019	0.0392646	10.47	-24.75
	DEPDC1B	HsaINT0046959	chr5:60597915-60599074	1160	chr5	-	DEPDC1B_60598510	60598510	60598511	60598511	563	60597915	60599074	chr13	108388371	108388456	chr13	108384903	108388540	Depdc1b	0.0059664	86	40	12	TRUE	0.148358	0.0658353	0.119691	10.67	8.59
	DEPDC1B	HsaINT0046956	chr5:60638891-60642811	3921	chr5	-	DEPDC1B_60639757	60639757	60639758	60639758	3053	60638891	60642811	chr13	108372001	108372105	chr13	108368861	108373712	Depdc1b	0.0244597333333333	105	4	0	FALSE	0.092299	0.0894119	0.115382	8.04	8.54
	DEPDC1	HsaINT1010924	chr1:68484091-68486936	2846	chr1	-	DEPDC1_68486141	68486141	68486142	68486142	794	68484091	68486936	chr3	159518122	159518232	chr3	159516951	159520829	Depdc1a	0.00781743333333333	111	7	1	FALSE	0.008422	0.0849638	0.139221	6.74	8.54
	DEPDC4	HsaINT0046962	chr12:100263894-100266919	3026	chr12	-	DEPDC4_100264418	100264418	100264419	100264419	2500	100263894	100266919	chr2	104730579	104730596	chr2	104730575	104742681	Depdc7	0.00990228	18	40	6	TRUE	0.075544	0.064341	0.0900658	9.46	7.13
	DEPDC5	HsaINT0047001	chr22:31760703-31764974	4272	chr22	+	DEPDC5_31761365	31761365	31761366	31761366	663	31760703	31764974	chr5	32874946	32875030	chr5	32868868	32875281	Depdc5	0.0712359666666667	85	6	0	FALSE	0.083689	0.0621182	0.0349452	9.14	-4.26
	DEPDC5	HsaINT0047003	chr22:31765061-31766584	1524	chr22	+	DEPDC5_31765565	31765565	31765566	31765566	505	31765061	31766584	chr5	32876869	32876922	chr5	32875368	32877069	Depdc5	0.01107285	54	6	0	FALSE	0.148662	0.0759665	0.0536168	9.79	-19.64
	DEPDC5	HsaINT0047003	chr22:31765061-31766584	1524	chr22	+	DEPDC5_31766508	31766508	31766509	31766509	1448	31765061	31766584	chr5	32876869	32876922	chr5	32875368	32877069	Depdc5	0.01107285	54	6	0	FALSE	0.04215	0.0759665	0.0536168	11.01	-19.64
	DEPDC5	HsaINT0046970	chr22:31784876-31792032	7157	chr22	+	DEPDC5_31788990	31788990	31788991	31788991	4115	31784876	31792032	chr5	32897445	32897515	chr5	32895942	32897878	Depdc5	0.211955333333333	71	66	9	TRUE	0.069118	0.0661104	0.0383839	7.09	-20.83
	DEPDC5	HsaINT0046991	chr22:31845238-31846833	1596	chr22	+	DEPDC5_31846297	31846297	31846298	31846298	1060	31845238	31846833	chr5	32946484	32946585	chr5	32945143	32946633	Depdc5	0.0841754	102	12	1	FALSE	0.250279	0.0252287	0.0362219	7.65	-11.09
	DEPDC5	HsaINT0046994	chr22:31870745-31873254	2510	chr22	+	DEPDC5_31872502	31872502	31872503	31872503	1758	31870745	31873254	chr5	32966427	32966511	chr5	32964784	32967730	Depdc5	0.0687518666666667	85	52	9	TRUE	0.146425	0.0329916	0.038861	8.02	-28.47
	DEPDC5	HsaINT0046996	chr22:31874406-31876156	1751	chr22	+	DEPDC5_31875098	31875098	31875099	31875099	693	31874406	31876156	chr5	32969639	32969758	chr5	32968772	32973816	Depdc5	0.0773227	120	34	7	TRUE	0.029907	0.050293	0.0465867	1.02	-28.47
	DERA	HsaINT0047028	chr12:15959925-15962812	2888	chr12	+	DERA_15960813	15960813	15960814	15960814	889	15959925	15962812	chr6	137781981	137782065	chr6	137754639	137830192	Dera	0.00556951666666667	85	9	3	TRUE	0.12502	0.0467015	0.0351175	8.76	-23.11
	DERA	HsaINT0047031	chr12:16032655-16036231	3577	chr12	+	DERA_16033741	16033741	16033742	16033742	1087	16032655	16036231	chr6	137830522	137830956	chr6	137778222	137836772	Dera	0.01585746	435	41	13	TRUE	0.098851	0.322661	0.350828	6.69	-16.25
	DESI1	HsaINT0131169	chr22:41607862-41620751	12890	chr22	-	DESI1_41620687	41620687	41620688	41620688	63	41607862	41620751	chr15	82015422	82015531	chr15	82003780	82030661	Desi1	0.0446016	110	10	1	FALSE	0.031332	0.0672157	0.0763759	-10.86	6.74
	DEUP1	HsaINT0029842	chr11:93357044-93364159	7116	chr11	+	DEUP1_93359993	93359993	93359994	93359994	2950	93357044	93364159	chr9	15609856	15609948	chr9	15607912	15610570	Deup1	0	93	56	8	TRUE	0.34999	0.135458	0.101995	8.37	-30.86
	DEUP1	HsaINT0029846	chr11:93385544-93389019	3476	chr11	+	DEUP1_93386809	93386809	93386810	93386810	1266	93385544	93389019	chr9	15589768	15589837	chr9	15588092	15592331	Deup1	0	70	18	0	FALSE	0.094315	0.0715078	0.105458	10.13	-16.25
	DEUP1	HsaINT0029846	chr11:93385544-93389019	3476	chr11	+	DEUP1_93388442	93388442	93388443	93388443	2899	93385544	93389019	chr9	15589768	15589837	chr9	15588092	15592331	Deup1	0	70	18	0	FALSE	0.016448	0.0715078	0.105458	1.37	-16.25
	DEUP1	HsaINT0029836	chr11:93394657-93396238	1582	chr11	+	DEUP1_93395145	93395145	93395146	93395146	489	93394657	93396238	chr9	15583144	15583234	chr9	15575345	15587985	Deup1	0	91	18	1	FALSE	0.088192	0.0513281	0.100967	9.89	-16.19
	DFFB	HsaINT0047072	chr1:3858845-3865811	6967	chr1	+	DFFB_3865274	3865274	3865275	3865275	6430	3858845	3865811	chr4	153973304	153973379	chr4	153972969	153974568	Dffb	0.185337	76	100	21	TRUE	0.084309	0.0728316	0.0110586	5.29	-48.11
	DFFB	HsaINT0047074	chr1:3868054-3869604	1551	chr1	+	DFFB_3869603	3869603	3869604	3869604	1550	3868054	3869604	chr4	153970212	153970250	chr4	153970112	153971580	Dffb	0	39	8	3	TRUE	0.382597	0.0255351	0.0128362	9.6	-31.11
	DFNA5	HsaINT0047085	chr7:24699260-24702759	3500	chr7	-	DFNA5_24701333	24701333	24701334	24701334	1425	24699260	24702759	chr6	50214846	50214919	chr6	50190983	50216349	Gsdme	0	74	50	10	TRUE	0.067815	0.0257314	0.0458231	6.8	8.72
	DGCR14	HsaINT0047140	chr22:19137433-19138214	782	chr22	-	DGCR14_19138160	19138160	19138161	19138161	53	19137433	19138214	chr16	17905177	17905227	chr16	17905112	17906270	Ess2	0.224987666666667	51	0	0	FALSE	0.005268	0.0139655	0.0146061	6.32	7.54
	DGKB	HsaINT0047208	chr7:14621495-14630235	8741	chr7	-	DGKB_14626247	14626247	14626248	14626248	3987	14621495	14630235	chr12	38170734	38170950	chr12	38166776	38173726	Dgkb	0	217	5	0	FALSE	0.201133	0.055237	0.0829731	7.05	8.42
	DGKB	HsaINT0047224	chr7:14694195-14698094	3900	chr7	-	DGKB_14694786	14694786	14694787	14694787	3307	14694195	14698094	chr12	38126821	38127000	chr12	38124244	38127263	Dgkb	0	180	6	2	FALSE	0.281012	0.0472362	0.059448	9.66	5.41
	DGKD	HsaINT1010954	chr2:233388368-233390402	2035	chr2	+	DGKD_233390281	233390281	233390282	233390282	1914	233388368	233390402	chr1	87880890	87880956	chr1	87880479	87881858	Dgkd	0.01480732	67	11	4	TRUE	0.052516	0.0346688	0.0584259	8.56	-18.97
	DGKD	HsaINT0047235	chr2:233454874-233456898	2025	chr2	+	DGKD_233455203	233455203	233455204	233455204	330	233454874	233456898	chr1	87933074	87933161	chr1	87932043	87934105	Dgkd	0	88	41	3	TRUE	0.213439	0.0128272	0.0209095	9.73	-13.88
	DGKD	HsaINT0047245	chr2:233467204-233468422	1219	chr2	+	DGKD_233468019	233468019	233468020	233468020	816	233467204	233468422	chr1	87941163	87941252	chr1	87940307	87942382	Dgkd	0.289256666666667	90	65	11	TRUE	0.003	0.0888409	0.113404	5.18	-14.63
	DGKD	HsaINT0047245	chr2:233467204-233468422	1219	chr2	+	DGKD_233468199	233468199	233468200	233468200	996	233467204	233468422	chr1	87941163	87941252	chr1	87940307	87942382	Dgkd	0.289256666666667	90	65	11	TRUE	0.01286	0.0888409	0.113404	3.75	-14.63
	DGKG	HsaINT0047282	chr3:186161664-186164897	3234	chr3	-	DGKG_186162914	186162914	186162915	186162915	1982	186161664	186164897	chr16	22480152	22480317	chr16	22479427	22481900	Dgkg	0	166	15	1	FALSE	0.096413	0.0672183	0.0921326	9.88	9.37
	DGKG	HsaINT0047269	chr3:186268918-186272254	3337	chr3	-	DGKG_186270791	186270791	186270792	186270792	1462	186268918	186272254	chr16	22574998	22575182	chr16	22571764	22575311	Dgkg	0	185	30	6	TRUE	0.14228	0.055237	0.0896931	9.08	6.36
	DGKG	HsaINT1010956	chr3:186298230-186306900	8671	chr3	-	DGKG_186300382	186300382	186300383	186300383	6517	186298230	186306900	chr16	22602663	22602883	chr16	22600605	22610778	Dgkg	0	221	23	4	TRUE	0.098765	0.0932413	0.120803	8.73	10.06
	DGKH	HsaINT0047302	chr13:42127574-42129551	1978	chr13	+	DGKH_42129274	42129274	42129275	42129275	1701	42127574	42129551	chr14	78653282	78653364	chr14	78651762	78653685	Dgkh	0.2554793	83	27	4	TRUE	0.05199	0.0576188	0.0683296	9.09	-14.82
	DGKH	HsaINT0047318	chr13:42166675-42168439	1765	chr13	+	DGKH_42167882	42167882	42167883	42167883	1208	42166675	42168439	chr14	78617621	78617681	chr14	78616588	78618522	Dgkh	0	61	62	11	TRUE	0.045234	0.053238	0.0636827	9.82	-9.31
	DGKH	HsaINT0047296	chr13:42187149-42189035	1887	chr13	+	DGKH_42188905	42188905	42188906	42188906	1757	42187149	42189035	chr14	78605425	78605504	chr14	78604551	78606900	Dgkh	0.0620047333333333	80	30	5	TRUE	0.283212	0.0314971	0.0384533	8.68	-27.09
	DGKI	HsaINT1010959	chr7:137466913-137469549	2637	chr7	-	DGKI_137467460	137467460	137467461	137467461	2088	137466913	137469549	chr6	36919413	36919538	chr6	36916462	36920353	Dgki	0	126	24	12	TRUE	0.004157	0.045738	0.0594475	4.01	10.13
	DGKI	HsaINT0047328	chr7:137577285-137578269	985	chr7	-	DGKI_137577918	137577918	137577919	137577919	350	137577285	137578269	chr6	37020059	37020149	chr6	37019979	37021209	Dgki	0	91	14	4	TRUE	0.254096	0.0300416	0.0320419	9.14	6.59
	DGKI	HsaINT0047351	chr7:137619941-137623482	3542	chr7	-	DGKI_137620427	137620427	137620428	137620428	3054	137619941	137623482	chr6	37065377	37065478	chr6	37064014	37067313	Dgki	0	102	37	11	TRUE	0.007417	0.0349181	0.0624577	5.59	9.63
	DGKI	HsaINT0047351	chr7:137619941-137623482	3542	chr7	-	DGKI_137620430	137620430	137620431	137620431	3051	137619941	137623482	chr6	37065377	37065478	chr6	37064014	37067313	Dgki	0	102	37	11	TRUE	0.008546	0.0349181	0.0624577	0.39	9.63
	DGKI	HsaINT0047351	chr7:137619941-137623482	3542	chr7	-	DGKI_137620434	137620434	137620435	137620435	3047	137619941	137623482	chr6	37065377	37065478	chr6	37064014	37067313	Dgki	0	102	37	11	TRUE	0.0066	0.0349181	0.0624577	2.53	9.63
	DGKK	HsaINT0047373	chrX:50369020-50370425	1406	chrX	-	DGKK_50369330	50369330	50369331	50369331	1094	50369020	50370425	chrX	6944409	6944504	chrX	6943704	6944644	Dgkk	0	96	16	5	TRUE	0.229628	0.0761927	0.151135	9.99	10.47
	DGKK	HsaINT0047363	chrX:50380078-50382495	2418	chrX	-	DGKK_50380736	50380736	50380737	50380737	1758	50380078	50382495	chrX	6931659	6931735	chrX	6929975	6932901	Dgkk	0	77	7	1	FALSE	0.088035	0.10626	0.171186	10.44	7.66
	DGUOK	HsaINT0047440	chr2:73939023-73946718	7696	chr2	+	DGUOK_73941189	73941189	73941190	73941190	2167	73939023	73946718	chr6	83491772	83491875	chr6	83490609	83496685	Dguok	0.0761038666666667	104	6	1	FALSE	0.453854	0.0787536	0.093937	10.65	-22.93
	DHCR24	HsaINT0047447	chr1:54865447-54871349	5903	chr1	-	DHCR24_54866965	54866965	54866966	54866966	4383	54865447	54871349	chr4	106577999	106578118	chr4	106573992	106578189	Dhcr24	0.00374403666666667	120	5	1	FALSE	0.177378	0.0348936	0.0417653	9.8	10.22
	DHCR7	HsaINT0047452	chr11:71444216-71444854	639	chr11	-	DHCR7_71444532	71444532	71444533	71444533	321	71444216	71444854	chr7	143837695	143837761	chr7	143836730	143841157	Dhcr7	0.0664188333333333	67	3	1	FALSE	0.277232	0.015518	0.0138072	9.25	9.68
	DHDH	HsaINT0047470	chr19:48939702-48942439	2738	chr19	+	DHDH_48939858	48939858	48939859	48939859	157	48939702	48942439	chr7	45479134	45479157	chr7	45479134	45481788	Dhdh	0.137119033333333	24	80	19	TRUE	0.146686	0.0597144	0.0162129	8.07	-23.29
	DHODH	HsaINT0047491	chr16:72017107-72023164	6058	chr16	+	DHODH_72018495	72018495	72018496	72018496	1389	72017107	72023164	chr8	109600710	109600815	chr8	109596218	109601422	Dhodh	0.27624	106	133	25	TRUE	0.031869	0.0671238	0.0881448	4.88	-17.7
	DHRS3	HsaINT1011003	chr1:12568425-12572727	4303	chr1	-	DHRS3_12570229	12570229	12570230	12570230	2497	12568425	12572727	chr4	144924125	144924168	chr4	144924032	144927134	Dhrs3	0	44	0	0	FALSE	0.396508	0.0663839	0.0472981	9.6	9.26
	DHRS7C	HsaINT0047585	chr17:9772923-9777192	4270	chr17	-	DHRS7C_9773431	9773431	9773432	9773432	3760	9772923	9777192	chr11	67814917	67814981	chr11	67812758	67814993	Dhrs7c	0	65	8	4	TRUE	0.334647	0.0198595	0.018443	9.27	8
	DHTKD1	HsaINT0047607	chr10:12081628-12084539	2912	chr10	+	DHTKD1_12081735	12081735	12081736	12081736	108	12081628	12084539	chr2	5931229	5931296	chr2	5930987	5932386	Dhtkd1	0.0150962333333333	68	13	4	TRUE	0.018865	0.0591346	0.0470973	1.65	-23.9
	DHX15	HsaINT0047624	chr4:24543027-24548854	5828	chr4	-	DHX15_24545136	24545136	24545137	24545137	3717	24543027	24548854	chr5	52163025	52163092	chr5	52162616	52166700	Dhx15	0.0251663666666667	68	2	1	FALSE	0.046316	0.0401035	0.0828055	2.05	8.92
	DHX16	HsaINT1011019	chr6:30657093-30659471	2379	chr6	-	DHX16_30658861	30658861	30658862	30658862	609	30657093	30659471	chr17	35886764	35886808	chr17	35886243	35887398	Dhx16	0.0109715366666667	45	8	2	FALSE	0.228051	0.0359433	0.0306444	9.79	8.68
	DHX29	HsaINT0047637	chr5:55270707-55272086	1380	chr5	-	DHX29_55271057	55271057	55271058	55271058	1028	55270707	55272086	chr13	112959091	112959190	chr13	112959002	112960118	Dhx29	0.191212666666667	100	13	6	TRUE	0.069136	0.0696645	0.0767138	9.79	8.07
	DHX30	HsaINT0047672	chr3:47827478-47829023	1546	chr3	+	DHX30_47828828	47828828	47828829	47828829	1351	47827478	47829023	chr9	110098653	110098690	chr9	110093160	110098728	Dhx30	0.0849536333333333	38	12	3	TRUE	0.008298	0.0449748	0.0692166	8.94	-14.82
	DHX32	HsaINT0047683	chr10:125839189-125840846	1658	chr10	-	DHX32_125840401	125840401	125840402	125840402	444	125839189	125840846	chr7	133723710	133723818	chr7	133723230	133724399	Dhx32	0.0921873	109	24	7	TRUE	0.027463	0.0157346	0.0241376	7.72	8.46
	DHX32	HsaINT0047681	chr10:125852643-125853960	1318	chr10	-	DHX32_125852981	125852981	125852982	125852982	978	125852643	125853960	chr7	133734577	133734703	chr7	133734309	133737188	Dhx32	0.00293241366666667	127	24	6	TRUE	0.151931	0.0161715	0.0231309	9.22	8.83
	DHX35	HsaINT0047728	chr20:38983777-38988812	5036	chr20	+	DHX35_38987915	38987915	38987916	38987916	4139	38983777	38988812	chr2	158813286	158813422	chr2	158807001	158826304	Dhx35	0.0386694	137	62	7	TRUE	0.04287	0.100236	0.11876	7.33	-40.45
	DHX35	HsaINT0047732	chr20:39001843-39002771	929	chr20	+	DHX35_39002416	39002416	39002417	39002417	574	39001843	39002771	chr2	158826716	158826805	chr2	158826418	158827902	Dhx35	0.0544107333333333	90	46	8	TRUE	0.006441	0.0539494	0.101179	1.27	-18.53
	DHX35	HsaINT0047715	chr20:39003908-39006145	2238	chr20	+	DHX35_39004425	39004425	39004426	39004426	518	39003908	39006145	chr2	158830242	158830318	chr2	158829662	158831661	Dhx35	0	77	24	3	TRUE	0.059009	0.0555139	0.0859793	6.6	-18.97
	DHX35	HsaINT0047715	chr20:39003908-39006145	2238	chr20	+	DHX35_39004826	39004826	39004827	39004827	919	39003908	39006145	chr2	158830242	158830318	chr2	158829662	158831661	Dhx35	0	77	24	3	TRUE	0.091334	0.0555139	0.0859793	10.07	-18.97
	DHX35	HsaINT0047718	chr20:39014935-39018803	3869	chr20	+	DHX35_39018157	39018157	39018158	39018158	3223	39014935	39018803	chr2	158836735	158836802	chr2	158836696	158840550	Dhx35	0	68	20	1	FALSE	0.06158	0.0577976	0.0537599	8.68	-24.59
	DHX35	HsaINT0047721	chr20:39023768-39025229	1462	chr20	+	DHX35_39024964	39024964	39024965	39024965	1197	39023768	39025229	chr2	158843975	158844042	chr2	158842934	158844077	Dhx35	0.0229080666666667	68	106	17	TRUE	0.09656	0.0226265	0.0499166	9.79	-22.22
	DHX36	HsaINT0047740	chr3:154284988-154288865	3878	chr3	-	DHX36_154287910	154287910	154287911	154287911	954	154284988	154288865	chr3	62479104	62479171	chr3	62477680	62479319	Dhx36	0.100097766666667	68	13	0	FALSE	0.050077	0.0721916	0.0499024	8.37	6.06
	DHX36	HsaINT0047750	chr3:154309824-154311635	1812	chr3	-	DHX36_154310479	154310479	154310480	154310480	1155	154309824	154311635	chr3	62497573	62497681	chr3	62496900	62498089	Dhx36	0.137091333333333	109	50	6	TRUE	0.14538	0.0411131	0.0783203	10.29	9.06
	DHX36	HsaINT0047743	chr3:154315281-154316038	758	chr3	-	DHX36_154315559	154315559	154315560	154315560	478	154315281	154316038	chr3	62501281	62501367	chr3	62501069	62501973	Dhx36	0.0114505266666667	87	8	1	FALSE	0.172193	0.0358997	0.0792036	8.59	5.84
	DHX37	HsaINT0047772	chr12:124950244-124950412	169	chr12	-	DHX37_124950313	124950313	124950314	124950314	98	124950244	124950412	chr5	125416217	125416259	chr5	125416119	125416299	Dhx37	0.0157791	43	16	1	FALSE	0.001923	0.0669349	0.117393	3.69	7
	DHX37	HsaINT0047763	chr12:124960424-124964393	3970	chr12	-	DHX37_124963939	124963939	124963940	124963940	453	124960424	124964393	chr5	125421120	125421158	chr5	125421120	125422118	Dhx37	0.0350058946666667	39	20	4	TRUE	0.179906	0.0453658	0.0144371	9.6	8.56
	DHX37	HsaINT0047780	chr12:124971416-124972502	1087	chr12	-	DHX37_124972366	124972366	124972367	124972367	135	124971416	124972502	chr5	125427357	125427391	chr5	125426765	125427432	Dhx37	0.0185658333333333	35	10	2	FALSE	0.241794	0.00606256	0.00750322	8.73	8.46
	DHX38	HsaINT0047799	chr16:72108926-72109414	489	chr16	+	DHX38_72109060	72109060	72109061	72109061	135	72108926	72109414	chr8	109551801	109551851	chr8	109551659	109552067	Dhx38	0.0196957333333333	51	12	1	FALSE	0.008327	0.0399346	0.0779011	6.36	-18.12
	DHX40	HsaINT0047817	chr17:59566795-59570517	3723	chr17	+	DHX40_59568994	59568994	59568995	59568995	2200	59566795	59570517	chr11	86805996	86806060	chr11	86804403	86806459	Dhx40	0.0728050666666667	65	13	4	TRUE	0.080412	0.102598	0.07716	6.99	-21.72
	DHX40	HsaINT0047823	chr17:59577366-59579471	2106	chr17	+	DHX40_59578251	59578251	59578252	59578252	886	59577366	59579471	chr11	86791644	86791733	chr11	86789573	86793161	Dhx40	0.0563177666666667	90	32	4	TRUE	0.005812	0.0847621	0.146581	5.06	-23.11
	DHX57	HsaINT0047855	chr2:38855253-38856339	1087	chr2	-	DHX57_38855836	38855836	38855837	38855837	502	38855253	38856339	chr17	80269340	80269398	chr17	80268948	80270366	Dhx57	0.165569333333333	59	36	4	TRUE	0.009523	0.0722438	0.119658	5.29	8.91
	DHX9	HsaINT0047914	chr1:182852345-182853305	961	chr1	+	DHX9_182852713	182852713	182852714	182852714	369	182852345	182853305	chr1	153481085	153481131	chr1	153478979	153481131	Dhx9	0.0287889	47	1	0	FALSE	0.031995	0.0154964	0.0187697	5.67	-22.6
	DHX9	HsaINT0047916	chr1:182854179-182856531	2353	chr1	+	DHX9_182855727	182855727	182855728	182855728	1549	182854179	182856531	chr1	153477379	153477505	chr1	153475710	153478040	Dhx9	0.0312565666666667	127	29	6	TRUE	0.019176	0.389559	0.515666	7.13	-24.66
	DHX9	HsaINT1011041	chr1:182860185-182866443	6259	chr1	+	DHX9_182862784	182862784	182862785	182862785	2600	182860185	182866443	chr1	153469781	153469810	chr1	153469742	153471619	Dhx9	0.0423551	30	15	3	TRUE	0.06576	0.0369513	0.0331588	9.26	-22.68
	DHX9	HsaINT1011050	chr1:182883636-182884612	977	chr1	+	DHX9_182883901	182883901	182883902	182883902	266	182883636	182884612	chr1	153457994	153458052	chr1	153457732	153458052	Dhx9	0.0546159666666667	59	12	2	FALSE	0.010226	0.0268526	0.0202818	8.15	-27.91
