locus_id	gene	chrom	locus_start	locus_end	locus_strand	splice_score	snaptron_id	intron_start	intron_end	samples_count	coverage_sum	coverage_avg	coverage_median	left_annotated	right_annotated	source_dataset_id	annotated	junction_type
RASL12_65059038	RASL12	chr15	65059038	65059039	-	0.042861	9601337	65058618	65059038	14	18	1.286	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
CILP_65208676	CILP	chr15	65208676	65208677	-	0.222094	9605252	65207765	65208676	17	21	1.235	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
INTS14_65597447	INTS14	chr15	65597447	65597448	-	0.030886	9612649	65595826	65597447	2610	3593	1.377	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
DENND4A_65701890	DENND4A	chr15	65701890	65701891	-	0.079487	9614902	65701891	65702304	9996	104442	10.448	7.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
ZWILCH_66540770	ZWILCH	chr15	66540770	66540771	+	0.139832	9627710	66540772	66546590	29	35	1.207	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
SMAD6_66708737	SMAD6	chr15	66708737	66708738	+	0.050305	9630024	66708739	66711667	8622	75220	8.724	4.0	aC19,cG19,cH38,gC19,kG19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
SMAD6_66708737	SMAD6	chr15	66708737	66708738	+	0.050305	9630012	66708739	66708840	102	119	1.167	1.0	aC19,cG19,cH38,gC19,kG19,sG19,sG38	aC19,sG19,sG38	3	1	5ss
SH2D7_78094407	SH2D7	chr15	78094407	78094408	+	0.83481	9794209	78094409	78095385	2	3	1.5	1.5	sG38	cH38,sG38	3	1	5ss
WDR61_78290423	WDR61	chr15	78290423	78290424	-	0.326829	9797840	78290100	78290423	3062	4833	1.578	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
FSD2_82762278	FSD2	chr15	82762278	82762279	-	0.023448	9845475	82762279	82765165	599	1667	2.783	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
WHAMM_82817701	WHAMM	chr15	82817701	82817702	+	0.109198	9846015	82817703	82817919	2887	4419	1.531	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
WHAMM_82818828	WHAMM	chr15	82818828	82818829	+	0.182383	9846039	82818830	82819322	1184	1651	1.394	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
WHAMM_82821838	WHAMM	chr15	82821838	82821839	+	0.172371	9846130	82821840	82823099	10125	62187	6.142	5.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
PDE8A_85092715	PDE8A	chr15	85092715	85092716	+	0.257783	9887200	85092717	85097947	847	1123	1.326	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
AKAP13_85743378	AKAP13	chr15	85743378	85743379	+	0.291188	9897580	85743380	85743491	533	677	1.27	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
AKAP13_85743382	AKAP13	chr15	85743382	85743383	+	0.165484	9897580	85743380	85743491	533	677	1.27	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
NTRK3_88131890	NTRK3	chr15	88131890	88131891	-	0.204428	9902851	88128735	88131890	13	15	1.154	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG38	3	1	5ss
NTRK3_88131890	NTRK3	chr15	88131890	88131891	-	0.204428	9902841	88127227	88131890	6	7	1.167	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG38	3	1	5ss
MRPL46_88466103	MRPL46	chr15	88466103	88466104	-	0.133358	9903509	88465774	88466103	435	526	1.209	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
WDR93_89731931	WDR93	chr15	89731931	89731932	+	0.073786	9928677	89731933	89733005	212	249	1.175	1.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
MESP1_89750442	MESP1	chr15	89750442	89750443	-	0.191857	9929559	89750228	89750442	1336	2400	1.796	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
VPS33B_91008903	VPS33B	chr15	91008903	91008904	-	0.06373	9981795	91007965	91008903	1979	2723	1.376	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
LRRC28_99360285	LRRC28	chr15	99360285	99360286	+	0.124569	10024611	99360287	99361335	2273	3734	1.643	1.0	aC19,cH38,gC19,kG19,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
ALDH1A3_100903467	ALDH1A3	chr15	100903467	100903468	+	0.047758	10036502	100903469	100905522	201	251	1.249	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
WDR90_661889	WDR90	chr16	661889	661890	+	0.086677	10116642	661788	661890	11049	200146	18.114	14.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38	3	1	3ss
CHTF18_792716	CHTF18	chr16	792716	792717	+	0.058057	10140250	792591	792717	10898	185695	17.039	10.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
CLCN7_1452893	CLCN7	chr16	1452893	1452894	-	0.10608	10171851	1452894	1453833	11237	564600	50.245	33.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
TELO2_1502643	TELO2	chr16	1502643	1502644	+	0.097649	10174786	1502405	1502644	11273	380408	33.745	28.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
ABCA3_2297539	ABCA3	chr16	2297539	2297540	-	0.10174	10242387	2297540	2297765	9318	252544	27.103	13.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
CORO7_4407684	CORO7	chr16	4407684	4407685	-	0.367837	10354407	4407685	4408180	11118	234618	21.103	14.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
SEC14L5_5003157	SEC14L5	chr16	5003157	5003158	+	0.012009	10388997	5003159	5003401	2	2	1.0	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
USP7_8904293	USP7	chr16	8904293	8904294	-	0.100898	10407905	8903403	8904293	222	257	1.158	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19	3	1	5ss
MKL2_14215022	MKL2	chr16	14215022	14215023	+	0.500936	10465583	14215024	14217125	783	1085	1.386	1.0	aC19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
MKL2_14243567	MKL2	chr16	14243567	14243568	+	0.012675	10465947	14243569	14245527	326	426	1.307	1.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
NTAN1_15047550	NTAN1	chr16	15047550	15047551	-	0.102811	10503610	15047551	15047854	11293	553325	48.997	37.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
NTAN1_15047550	NTAN1	chr16	15047550	15047551	-	0.102811	10503621	15047551	15055890	8004	34858	4.355	3.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
RRN3_15065372	RRN3	chr16	15065372	15065373	-	0.10488	10504189	15065372	15068168	11224	537789	47.914	38.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
RRN3_15084285	RRN3	chr16	15084285	15084286	-	0.06902	10504638	15083583	15084285	1831	2916	1.593	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
KIAA0430_15619551	KIAA0430	chr16	15619551	15619552	-	0.049507	10518345	15617536	15619551	5817	16849	2.897	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
ACSM3_20788771	ACSM3	chr16	20788771	20788772	+	0.037308	10661886	20788773	20790586	2013	3852	1.914	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
ERI2_20790769	ERI2	chr16	20790769	20790770	-	0.037163	10661892	20789558	20790769	6357	13675	2.151	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	3	1	5ss
DNAH3_21129203	DNAH3	chr16	21129203	21129204	-	0.228166	10665862	21127813	21129203	53	64	1.208	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
CRYM_21277370	CRYM	chr16	21277370	21277371	-	0.257941	10667944	21275595	21277370	242	305	1.26	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
POLR3E_22313618	POLR3E	chr16	22313618	22313619	+	0.235984	10712134	22309511	22313619	11225	425554	37.911	32.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
POLR3E_22313618	POLR3E	chr16	22313618	22313619	+	0.235984	10712135	22309511	22313624	5638	13165	2.335	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	3ss
POLR3E_22313618	POLR3E	chr16	22313618	22313619	+	0.235984	10711869	22305207	22313619	307	351	1.143	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
GGA2_23487984	GGA2	chr16	23487984	23487985	-	0.004718	10743032	23486791	23487984	4441	9363	2.108	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	kG19,sG19,sG38	3	1	5ss
PPP4C_30082744	PPP4C	chr16	30082744	30082745	+	0.258666	10923490	30082535	30082745	11345	2319032	204.41	148.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
FBRS_30661017	FBRS	chr16	30661017	30661018	+	0.272807	10971789	30661019	30661179	1059	1564	1.477	1.0	cH38	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
FUS_31190038	FUS	chr16	31190038	31190039	+	0.170549	11020454	31189795	31190039	11344	5084265	448.19	369.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
ITGAD_31425567	ITGAD	chr16	31425567	31425568	+	0.029118	11027023	31425569	31426014	706	1153	1.633	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
C16orf87_46804335	C16orf87	chr16	46804335	46804336	-	0.17925	11064519	46803071	46804335	1700	2312	1.36	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	rG19,rG38	3	1	5ss
N4BP1_48547829	N4BP1	chr16	48547829	48547830	-	0.134227	11080351	48546255	48547829	166	191	1.151	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
RBL2_53450284	RBL2	chr16	53450284	53450285	+	0.185599	11106493	53450286	53451702	1187	2087	1.758	1.0	aC19,cH38,gC19,kG19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
IRX3_54283817	IRX3	chr16	54283817	54283818	-	0.024538	11112119	54283741	54283817	375	473	1.261	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
OGFOD1_56452548	OGFOD1	chr16	56452548	56452549	+	0.239856	11129147	56452550	56453262	421	520	1.235	1.0	cH38,rG19,rG38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
RSPRY1_57205380	RSPRY1	chr16	57205380	57205381	+	0.352613	11151028	57205382	57207592	244	302	1.238	1.0	cH38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38	3	1	5ss
CX3CL1_57375862	CX3CL1	chr16	57375862	57375863	+	0.004909	11154242	57375864	57379633	182	219	1.203	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
CES4A_66993182	CES4A	chr16	66993182	66993183	+	0.061305	11225314	66993184	66995627	33	39	1.182	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
ZDHHC1_67403042	ZDHHC1	chr16	67403042	67403043	-	0.344255	11246362	67401499	67403042	129	166	1.287	1.0	cH38	cH38	3	1	5ss
SLC12A4_67950493	SLC12A4	chr16	67950493	67950494	-	0.063444	11278051	67950494	67950653	11184	610121	54.553	42.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
SLC12A4_67950493	SLC12A4	chr16	67950493	67950494	-	0.063444	11278057	67950494	67951139	5385	11869	2.204	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
MTSS1L_70679109	MTSS1L	chr16	70679109	70679110	-	0.031769	11378299	70678410	70679109	7302	27360	3.747	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
IST1_71918257	IST1	chr16	71918257	71918258	+	0.071489	11396059	71918259	71920738	2854	4479	1.569	1.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
RFWD3_74631740	RFWD3	chr16	74631740	74631741	-	0.373885	11428515	74630958	74631740	256	298	1.164	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
CNTNAP4_76456921	CNTNAP4	chr16	76456921	76456922	+	0.125631	11458764	76456923	76459049	5	6	1.2	1.0	cH38,rG19,rG38	cH38,rG19,rG38	3	1	5ss
CNTNAP4_76456921	CNTNAP4	chr16	76456921	76456922	+	0.125631	11458765	76456923	76461955	2	2	1.0	1.0	cH38,rG19,rG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
DYNLRB2_80544473	DYNLRB2	chr16	80544473	80544474	+	0.462987	11471800	80544475	80544700	1	1	1.0	1.0	cH38	aC19,cH38	3	1	5ss
GAN_81351750	GAN	chr16	81351750	81351751	+	0.029936	11479640	81351752	81354404	560	743	1.327	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
FBXO31_87347058	FBXO31	chr16	87347058	87347059	-	0.177697	11544826	87343766	87347058	1092	1477	1.353	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
MVD_88655730	MVD	chr16	88655730	88655731	-	0.291674	11581348	88655731	88656104	11312	570741	50.454	38.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
CPNE7_89596350	CPNE7	chr16	89596350	89596351	+	0.338288	11628776	89596352	89596483	3647	14294	3.919	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
SPIRE2_89860681	SPIRE2	chr16	89860681	89860682	+	0.226497	11650344	89859355	89860682	10525	192095	18.251	11.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
SPIRE2_89861285	SPIRE2	chr16	89861285	89861286	+	0.218176	11650480	89861287	89863475	4915	14304	2.91	2.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
PRPF8_1679410	PRPF8	chr17	1679410	1679411	-	0.077911	11774531	1679411	1679608	10803	557945	51.647	31.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
RPA1_1894443	RPA1	chr17	1894443	1894444	+	0.126522	11786194	1894445	1895008	874	1087	1.244	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
DPH1_2037337	DPH1	chr17	2037337	2037338	+	0.037971	11788965	2037339	2039754	1447	2127	1.47	1.0	cH38,rG19,rG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	5ss
ASPA_3497745	ASPA	chr17	3497745	3497746	+	0.042826	11826437	3497747	3498890	1908	5388	2.824	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
CTNS_3654996	CTNS	chr17	3654996	3654997	+	0.030845	11830921	3648932	3654997	10576	140752	13.309	9.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
CTNS_3654996	CTNS	chr17	3654996	3654997	+	0.030845	11830841	3647523	3654997	5164	11609	2.248	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
CTNS_3654996	CTNS	chr17	3654996	3654997	+	0.030845	11830610	3640268	3654997	2182	3132	1.435	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
CTNS_3654996	CTNS	chr17	3654996	3654997	+	0.030845	11830455	3637317	3654997	748	922	1.233	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
ITGAE_3722053	ITGAE	chr17	3722053	3722054	-	0.077201	11835479	3720403	3722053	470	720	1.532	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	cH38	3	1	5ss
NCBP3_3813279	NCBP3	chr17	3813279	3813280	-	0.139931	11838382	3813280	3814321	11295	337568	29.886	25.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38	3	1	3ss
